,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
4015816,4015816,PL,2020-01-12,E4,0.0,,,OxCGRT
4015817,4015817,PL,2020-01-12,H1,0.0,,,OxCGRT
4015818,4015818,PL,2020-01-12,H2,0.0,,,OxCGRT
4015819,4015819,PL,2020-01-12,H3,0.0,,,OxCGRT
4015820,4015820,PL,2020-01-12,H4,0.0,,,OxCGRT
4015821,4015821,PL,2020-01-12,H5,0.0,,,OxCGRT
4015822,4015822,PL,2020-01-12,H6,0.0,,,OxCGRT
4015823,4015823,PL,2020-01-12,H7,0.0,,,OxCGRT
4015824,4015824,PL,2020-01-12,H8,0.0,,,OxCGRT
4015825,4015825,PL,2020-01-12,I1,0.0,,,OxCGRT
4015826,4015826,PL,2020-01-12,I1D,0.0,,,OxCGRT
4015827,4015827,PL,2020-01-12,I2,0.0,,,OxCGRT
4015828,4015828,PL,2020-01-12,I2D,0.0,,,OxCGRT
4015829,4015829,PL,2020-01-12,I3,0.0,,,OxCGRT
4015830,4015830,PL,2020-01-12,I3D,0.0,,,OxCGRT
4015831,4015831,PL,2020-01-12,I4,0.0,,,OxCGRT
4015832,4015832,PL,2020-01-12,I4D,0.0,,,OxCGRT
4015833,4015833,PL,2020-01-12,I4L,0.0,,,OxCGRT
4015834,4015834,PL,2020-01-12,I4LD,0.0,,,OxCGRT
4015835,4015835,PL,2020-01-12,M1,,,,OxCGRT
4015836,4015836,PL,2020-01-13,C1,0.0,,,OxCGRT
4015837,4015837,PL,2020-01-13,C2,0.0,,,OxCGRT
4015838,4015838,PL,2020-01-13,C3,0.0,,,OxCGRT
4015839,4015839,PL,2020-01-13,C4,0.0,,,OxCGRT
