,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
3706879,3706879,MY,2020-01-10,I1,0.0,,,OxCGRT
3706880,3706880,MY,2020-01-10,I1D,0.0,,,OxCGRT
3706881,3706881,MY,2020-01-10,I2,0.0,,,OxCGRT
3706882,3706882,MY,2020-01-10,I2D,0.0,,,OxCGRT
3706883,3706883,MY,2020-01-10,I3,0.0,,,OxCGRT
3706884,3706884,MY,2020-01-10,I3D,0.0,,,OxCGRT
3706885,3706885,MY,2020-01-10,I4,0.0,,,OxCGRT
3706886,3706886,MY,2020-01-10,I4D,0.0,,,OxCGRT
3706887,3706887,MY,2020-01-10,I4L,0.0,,,OxCGRT
3706888,3706888,MY,2020-01-10,I4LD,0.0,,,OxCGRT
3706889,3706889,MY,2020-01-10,M1,,,,OxCGRT
3706890,3706890,MY,2020-01-11,C1,0.0,,,OxCGRT
3706891,3706891,MY,2020-01-11,C2,0.0,,,OxCGRT
3706892,3706892,MY,2020-01-11,C3,0.0,,,OxCGRT
3706893,3706893,MY,2020-01-11,C4,0.0,,,OxCGRT
3706894,3706894,MY,2020-01-11,C5,0.0,,,OxCGRT
3706895,3706895,MY,2020-01-11,C6,0.0,,,OxCGRT
3706896,3706896,MY,2020-01-11,C7,0.0,,,OxCGRT
3706897,3706897,MY,2020-01-11,C8,0.0,,,OxCGRT
3706898,3706898,MY,2020-01-11,Cases,,,,OxCGRT
3706899,3706899,MY,2020-01-11,Deaths,,,,OxCGRT
3706900,3706900,MY,2020-01-11,E1,0.0,,,OxCGRT
3706901,3706901,MY,2020-01-11,E2,0.0,,,OxCGRT
3706902,3706902,MY,2020-01-11,E3,0.0,,,OxCGRT
3706903,3706903,MY,2020-01-11,E4,0.0,,,OxCGRT
3706904,3706904,MY,2020-01-11,H1,0.0,,,OxCGRT
3706905,3706905,MY,2020-01-11,H2,0.0,,,OxCGRT
3706906,3706906,MY,2020-01-11,H3,0.0,,,OxCGRT
3706907,3706907,MY,2020-01-11,H4,0.0,,,OxCGRT
3706908,3706908,MY,2020-01-11,H5,0.0,,,OxCGRT
3706909,3706909,MY,2020-01-11,H6,0.0,,,OxCGRT
3706910,3706910,MY,2020-01-11,H7,0.0,,,OxCGRT
3706911,3706911,MY,2020-01-11,H8,0.0,,,OxCGRT
3706912,3706912,MY,2020-01-11,I1,0.0,,,OxCGRT
3706913,3706913,MY,2020-01-11,I1D,0.0,,,OxCGRT
3706914,3706914,MY,2020-01-11,I2,0.0,,,OxCGRT
3706915,3706915,MY,2020-01-11,I2D,0.0,,,OxCGRT
3706916,3706916,MY,2020-01-11,I3,0.0,,,OxCGRT
3706917,3706917,MY,2020-01-11,I3D,0.0,,,OxCGRT
3706918,3706918,MY,2020-01-11,I4,0.0,,,OxCGRT
3706919,3706919,MY,2020-01-11,I4D,0.0,,,OxCGRT
3706920,3706920,MY,2020-01-11,I4L,0.0,,,OxCGRT
3706921,3706921,MY,2020-01-11,I4LD,0.0,,,OxCGRT
3706922,3706922,MY,2020-01-11,M1,,,,OxCGRT
3706923,3706923,MY,2020-01-12,C1,0.0,,,OxCGRT
3706924,3706924,MY,2020-01-12,C2,0.0,,,OxCGRT
3706925,3706925,MY,2020-01-12,C3,0.0,,,OxCGRT
3706926,3706926,MY,2020-01-12,C4,0.0,,,OxCGRT
3706927,3706927,MY,2020-01-12,C5,0.0,,,OxCGRT
3706928,3706928,MY,2020-01-12,C6,0.0,,,OxCGRT
3706929,3706929,MY,2020-01-12,C7,0.0,,,OxCGRT
3706930,3706930,MY,2020-01-12,C8,0.0,,,OxCGRT
3706931,3706931,MY,2020-01-12,Cases,,,,OxCGRT
3706932,3706932,MY,2020-01-12,Deaths,,,,OxCGRT
3706933,3706933,MY,2020-01-12,E1,0.0,,,OxCGRT
3706934,3706934,MY,2020-01-12,E2,0.0,,,OxCGRT
3706935,3706935,MY,2020-01-12,E3,0.0,,,OxCGRT
3706936,3706936,MY,2020-01-12,E4,0.0,,,OxCGRT
3706937,3706937,MY,2020-01-12,H1,0.0,,,OxCGRT
3706938,3706938,MY,2020-01-12,H2,0.0,,,OxCGRT
3706939,3706939,MY,2020-01-12,H3,0.0,,,OxCGRT
3706940,3706940,MY,2020-01-12,H4,0.0,,,OxCGRT
3706941,3706941,MY,2020-01-12,H5,0.0,,,OxCGRT
3706942,3706942,MY,2020-01-12,H6,0.0,,,OxCGRT
3706943,3706943,MY,2020-01-12,H7,0.0,,,OxCGRT
3706944,3706944,MY,2020-01-12,H8,0.0,,,OxCGRT
3706945,3706945,MY,2020-01-12,I1,0.0,,,OxCGRT
3706946,3706946,MY,2020-01-12,I1D,0.0,,,OxCGRT
3706947,3706947,MY,2020-01-12,I2,0.0,,,OxCGRT
3706948,3706948,MY,2020-01-12,I2D,0.0,,,OxCGRT
3706949,3706949,MY,2020-01-12,I3,0.0,,,OxCGRT
3706950,3706950,MY,2020-01-12,I3D,0.0,,,OxCGRT
3706951,3706951,MY,2020-01-12,I4,0.0,,,OxCGRT
3706952,3706952,MY,2020-01-12,I4D,0.0,,,OxCGRT
3706953,3706953,MY,2020-01-12,I4L,0.0,,,OxCGRT
3706954,3706954,MY,2020-01-12,I4LD,0.0,,,OxCGRT
3706955,3706955,MY,2020-01-12,M1,,,,OxCGRT
3706956,3706956,MY,2020-01-13,C1,0.0,,,OxCGRT
3706957,3706957,MY,2020-01-13,C2,0.0,,,OxCGRT
3706958,3706958,MY,2020-01-13,C3,0.0,,,OxCGRT
3706959,3706959,MY,2020-01-13,C4,0.0,,,OxCGRT
3706960,3706960,MY,2020-01-13,C5,0.0,,,OxCGRT
3706961,3706961,MY,2020-01-13,C6,0.0,,,OxCGRT
3706962,3706962,MY,2020-01-13,C7,0.0,,,OxCGRT
